Name;Metric;Value;Agrupation
Percentage of SW-Initial Reviewer Selection that is followed by SW-Reviewer Selection is due in 1 week;Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Selection is due in 1 week';1.0;
Number of SW-Initial Reviewer Selection per case;Number of 'SW-Initial Reviewer Selection' activities grouped by the last value of code;AER0:1;"{""AER0"":1,""CHK4"":0,""DRSW4"":0,""DRW3"":1,""DSW3"":18,""DSW4"":16,""MSC4"":24,""RJR3"":1,""SW1"":3,""SW12"":0,""SYS1"":0,""SYS11"":0,""SYS2"":0,""SYS5"":1}"
Percentage of SW-Initial Reviewer Selection out of all SW-Awaiting AE Assignment;Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Awaiting AE Assignment';0.63;
Number of SW-Initial Reviewer Selection that are preceded by SW-Checklist Completed;Number of 'SW-Initial Reviewer Selection' activities for cases where activity 'SW-Checklist Completed' occurs;63;
Percentage of SW-Initial Reviewer Selection that are not followed by SW-AE Assign Reviewers;Percentage of 'SW-Initial Reviewer Selection' out of all cases where 'SW-AE Assign Reviewers' does not happen;0.65;
Percentage of SW-Initial Reviewer Selection from all SW-Awaiting Checklist Completion;Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Awaiting Checklist Completion';0.68;
Percentage of SW-Initial Reviewer Selection by sender (e.g., onbehalfof@manuscriptcentral.com);Percentage of 'SW-Initial Reviewer Selection' out of all cases;catarci@diag.uniroma1.it:0.0;"{""catarci@diag.uniroma1.it"":0.0,""clcabanban@ched.gov.ph"":0.0,""gleb@intentionalinsights.org"":1.0,""marrella@diag.uniroma1.it"":0.75,""onbehalfof@manuscriptcentral.com"":0.6511627907}"
Number of SW-Initial Reviewer Selection in variants leading to SW-EIC Reject vs. variants leading to RW-EIC Accept;Number of 'SW-Initial Reviewer Selection' activities;65;
Percentage of SW-Initial Reviewer Selection followed by SW-Reviewer Selection is due in 3 days;Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Selection is due in 3 days';1.0;
Percentage of SW-Initial Reviewer Selection that are eventually followed by SW-Reviewer Agreed;Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Agreed';0.98;
Number of SW-Initial Reviewer Selection in relation to SW-Reviewer Declined;Number of 'SW-Initial Reviewer Selection' activities for cases where activity 'SW-Reviewer Declined' occurs;28;
Percentage of SW-Initial Reviewer Selection;Percentage of 'SW-Initial Reviewer Selection' out of all cases;0.65;
Average number of days between SW-Initial Reviewer Selection and the first SW-AE Assign Reviewers;the average of the number of times `ACTIVITY` == 'SW-Initial Reviewer Selection' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'SW-AE Assign Reviewers';0.98;
Ratio of SW-Initial Reviewer Selection over SW-Awaiting AE Assignment;Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Awaiting AE Assignment';0.63;
Frequency of the path SW-Initial Reviewer Selection -> SW-Reviewer Selection is due in 1 week;Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Selection is due in 1 week';1.0;
Percentage of cases where SW-Initial Reviewer Selection occurs more than once;the average of the function base > 1 where base is the number of times `ACTIVITY` == 'SW-Initial Reviewer Selection';0.02;
Average number of SW-Initial Reviewer Selection per process variant;the average of the number of times `ACTIVITY` == 'SW-Initial Reviewer Selection' grouped by the last value of code;AER0:1.0;"{""AER0"":1.0,""CHK4"":0.0,""DRSW4"":0.0,""DRW3"":1.0,""DSW3"":0.8181818182,""DSW4"":0.4848484848,""MSC4"":1.0,""RJR3"":1.0,""SW1"":3.0,""SW12"":0.0,""SYS1"":0.0,""SYS11"":0.0,""SYS2"":0.0,""SYS5"":1.0}"
Percentage of SW-Initial Reviewer Selection in variants with high performance time (> 1 month) vs. low performance time;Percentage of 'SW-Initial Reviewer Selection' out of all cases;0.65;
Total SW-Initial Reviewer Selection performed in cases with a Co-Author Account Created During Manuscript Submission event;Number of 'SW-Initial Reviewer Selection' activities for cases where activity 'Co-Author Account Created During Manuscript Submission' occurs;40;
Fraction of SW-Initial Reviewer Selection that are followed by SW-Reviewer Selection is now due;Percentage of 'SW-Initial Reviewer Selection' out of all 'SW-Reviewer Selection is now due';1.0;
The ratio of SW-Initial Reviewer Selection over Manuscript Export Succeeded;Percentage of 'SW-Initial Reviewer Selection' out of all 'Manuscript Export Succeeded';0.66;
Occasions how often the SW-Initial Reviewer Selection is performed before a Plagiarism Originality Report Completed;Number of 'SW-Initial Reviewer Selection' activities for cases where activity 'Plagiarism Originality Report Completed' occurs;63;
Percentage of SW-Initial Reviewer Selection in the first revision round (SW) vs. subsequent rounds (RW, RSW);Percentage of 'SW-Initial Reviewer Selection' out of all cases;0.65;
Number of SW-Initial Reviewer Selection grouped by case outcome (e.g., SW-EIC Reject, SW-EIC Major Revision, RW-EIC Accept);"ERROR: computing metric {'count': activity == 'SW-Initial Reviewer Selection'"", 'aggregation': 'total', 'group_by': 'concept:name'}""";;
Number of times SW-Initial Reviewer Selection is performed per month;"ERROR: computing metric {'count': activity == 'SW-Initial Reviewer Selection'"", 'aggregation': 'total', 'group_by': 'month'}""";;
