Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Average time from Manuscript Export Succeeded to SW-Reviewer Agreed,The average of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-Reviewer Agreed',29 days 06:13:33.976744,
Average time between Manuscript Export Succeeded and Original Manuscript Submission Confirmation,The average of the duration between activity 'Manuscript Export Succeeded' and activity 'Original Manuscript Submission Confirmation',39 days 17:13:10.400000,
Total time from Manuscript Export Succeeded to Plagiarism Originality Report Completed,The sum of the duration between activity 'Manuscript Export Succeeded' and activity 'Plagiarism Originality Report Completed',124 days 16:44:25,
Minimum time from Manuscript Export Succeeded to SW-Checklist Completed,The minimum of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-Checklist Completed',0 days 01:01:20,
Average time it takes from Manuscript Export Succeeded to SW-Awaiting AE Assignment,The average of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-Awaiting AE Assignment',3 days 04:16:49.754386,
Total resolution time of Manuscript Export Succeeded in the process,The sum of the duration between activity Manuscript Export Succeeded and the end of the case,9239 days 10:10:57,
Average waiting time to Manuscript Export Succeeded after Original Manuscript Submission Confirmation,The average of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'Manuscript Export Succeeded',74 days 15:52:58.430233,
Time until Manuscript Export Succeeded from the start of the case,The sum of the duration between the start of the case and activity 'Manuscript Export Succeeded',6824 days 04:25:49,
Manuscript Export Succeeded cycle time within the process,The sum of the duration between activity 'Manuscript Export Succeeded' and activity 'Manuscript Export Succeeded',6351 days 10:46:11,
Average time from Manuscript Export Succeeded to SW-AE Assign Reviewers,The average of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-AE Assign Reviewers',28 days 17:27:04.046512,
Total time it takes from Manuscript Export Succeeded to the next activity in the process,The sum of the duration between activity Manuscript Export Succeeded and the end of the case,9239 days 10:10:57,
Minimum time until Manuscript Export Succeeded after SW-Awaiting Checklist Completion,The minimum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'Manuscript Export Succeeded',0 days 00:00:08,
Average time to Manuscript Export Succeeded grouped by case:concept:name,"ERROR: computing metric {'begin': '', 'end': ""activity == 'Manuscript Export Succeeded'"", 'aggregation': 'average', 'group_by': 'case:concept:name'}",,
Total time for Manuscript Export Succeeded across all cases,The sum of the duration between activity Manuscript Export Succeeded and the end of the case,9239 days 10:10:57,
Minimum resolution time of Manuscript Export Succeeded in cases leading to SW-EIC Reject & Resubmit,"ERROR: computing metric {'begin': ""activity == 'Manuscript Export Succeeded'"", 'end': ""activity == 'SW-EIC Reject & Resubmit'"", 'aggregation': 'minimum'}",,
Average time from Manuscript Export Succeeded to SW-Awaiting EIC Decision in cases with major revisions,The average of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-Awaiting EIC Decision',91 days 22:50:13.692308,
Total time from Manuscript Export Succeeded to Revised Manuscript Submission Confirmation in revision cycles,The sum of the duration between activity 'Manuscript Export Succeeded' and activity 'Revised Manuscript Submission Confirmation',3483 days 17:08:29,
