Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Average time from 'Reviewer Invitation Reminder 1' to 'SW-Reviewer Agreed',The average of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Reviewer Agreed',13 days 08:15:45.025641,
Total time from 'Reviewer Invitation Reminder 1' to 'SW-Reviewer Agreed' across all cases,The sum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Reviewer Agreed',520 days 10:14:16,
Average time between 'Reviewer Invitation Reminder 1' and 'SW-AE Assign Reviewers',The average of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-AE Assign Reviewers',19 days 16:52:13.120000,
Total time between 'Reviewer Invitation Reminder 1' and 'SW-AE Assign Reviewers' across all cases,The sum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-AE Assign Reviewers',492 days 13:45:28,
Minimum time from 'Reviewer Invitation Reminder 1' to 'SW-Reviewer Agreed',The minimum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Reviewer Agreed',0 days 00:10:02,
Average time from 'Reviewer Invitation Reminder 1' to 'SW-Reviewer Declined',The average of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Reviewer Declined',18 days 09:10:25.400000,
Total time from 'Reviewer Invitation Reminder 1' to 'SW-Reviewer Declined' across all cases,The sum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Reviewer Declined',367 days 15:28:28,
Minimum time from 'Reviewer Invitation Reminder 1' to 'SW-Reviewer Declined',The minimum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Reviewer Declined',0 days 00:03:51,
Average time from 'Reviewer Invitation Reminder 1' to the next occurrence of 'Reviewer Invitation Reminder 1',The average of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'Reviewer Invitation Reminder 1',52 days 08:46:14.297872,
Total time from 'Reviewer Invitation Reminder 1' to the next occurrence of 'Reviewer Invitation Reminder 1' across all cases,The sum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'Reviewer Invitation Reminder 1',2461 days 04:13:12,
Average time from 'Reviewer Invitation Reminder 1' to 'SW-Awaiting EIC Decision',The average of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Awaiting EIC Decision',70 days 19:08:12.125000,
Total time from 'Reviewer Invitation Reminder 1' to 'SW-Awaiting EIC Decision' across all cases,The sum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-Awaiting EIC Decision',2831 days 21:28:05,
Average time from 'Reviewer Invitation Reminder 1' to 'SW-EIC Major Revision',The average of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-EIC Major Revision',91 days 15:33:15,
Total time from 'Reviewer Invitation Reminder 1' to 'SW-EIC Major Revision' across all cases,The sum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-EIC Major Revision',1008 days 03:05:45,
Average time from 'Reviewer Invitation Reminder 1' to 'SW-EIC Accept',The average of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-EIC Accept',,
Total time from 'Reviewer Invitation Reminder 1' to 'SW-EIC Accept' across all cases,The sum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-EIC Accept',,
Cycle time of 'Reviewer Invitation Reminder 1' in the manuscript review process,The sum of the duration between activity Reviewer Invitation Reminder 1 and the end of the case,7212 days 16:43:22,
Average time from 'Reviewer Invitation Reminder 1' to 'SW-AE Assign Reviewers' in cases leading to 'SW-EIC Reject & Resubmit',"ERROR: computing metric {'begin': ""activity == 'Reviewer Invitation Reminder 1'"", 'end': ""activity == 'SW-AE Assign Reviewers'"", 'aggregation': 'average', 'filter': ""activity == 'SW-EIC Reject & Resubmit'"", 'group_by': ''}",,
Total resolution time of 'Reviewer Invitation Reminder 1' in cases ending with 'SW-EIC Reject',The sum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-EIC Reject',660 days 18:47:16,
Minimum resolution time of 'Reviewer Invitation Reminder 1' in cases ending with 'SW-EIC Accept',The minimum of the duration between activity 'Reviewer Invitation Reminder 1' and activity 'SW-EIC Accept',,
