Name;Metric;Value;Agrupation
Time between SW-Awaiting Checklist Completion and SW-Checklist Completed;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Checklist Completed';4.40 days;
Time from SW-Awaiting Checklist Completion to SW-Checklist Completed;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Checklist Completed';4.40 days;
SW-Awaiting Checklist Completion Cycle Time;The average of the duration between activity SW-Awaiting Checklist Completion and the end of the case;108.99 days;
Average time from SW-Awaiting Checklist Completion to SW-Checklist Completed in variants with Plagiarism Percent Match Threshold Exceeded versus variants without it;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Checklist Completed';7.23 days;
Average time from SW-Awaiting Checklist Completion to SW-Checklist Completed in variants ending with SW-EIC Reject versus variants proceeding to reviewer selection;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Checklist Completed';2.25 days;
Average time from SW-Awaiting Checklist Completion to SW-Checklist Completed in cases where SW-Reviewer Agreed eventually occurs versus cases where it does not;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Checklist Completed';5.17 days;
Average time from SW-Awaiting Checklist Completion to the first SW-Reviewer Agreed in the case;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Reviewer Agreed';28.75 days;
Average time for SW-Awaiting Checklist Completion in variants with Co-Author Account Created During Manuscript Submission versus variants without it;The average of the duration between activity 'SW-Awaiting Checklist Completion' and the end of case where activity 'Co-Author Account Created During Manuscript Submission occurs;144.88 days;
Total time from SW-Awaiting Checklist Completion to Manuscript Export Succeeded;The sum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'Manuscript Export Succeeded';6417.01 days;
Average time from SW-Awaiting Checklist Completion to SW-Checklist Completion is due in three days;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Checklist Completion is due in three days';4.54 days;
Minimum time from Original Manuscript Submission Confirmation to SW-Awaiting Checklist Completion;The minimum of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-Awaiting Checklist Completion';0.00 seconds;
Average time from SW-Awaiting Checklist Completion to SW-Awaiting AE Assignment compared to average time from SW-Awaiting Checklist Completion to SW-Initial Reviewer Selection;"ERROR: computing metric {'begin': activity == 'SW-Awaiting Checklist Completion'"", 'end': ""activity == 'SW-Awaiting AE Assignment'"", 'aggregation': 'average', 'group_by': 'concept:name'}""";;
Average time for SW-Awaiting Checklist Completion compared to average time for SW-Checklist Completed;"ERROR: computing metric {'begin': activity == 'SW-Awaiting Checklist Completion'"", 'end': '', 'aggregation': 'average', 'group_by': 'concept:name'}""";;
Average time for SW-Awaiting Checklist Completion in the scientific paper review process compared to the average time for SW-Awaiting AE Assignment;"ERROR: computing metric {'begin': activity == 'SW-Awaiting Checklist Completion'"", 'end': '', 'aggregation': 'average', 'group_by': 'concept:name'}""";;
Impact of SW-Awaiting Checklist Completion duration on the total time until SW-Reviewer Agreed;"ERROR: computing metric {'begin': activity == 'SW-Awaiting Checklist Completion'"", 'end': ""activity == 'SW-Reviewer Agreed'"", 'aggregation': 'average', 'group_by': 'concept:name'}""";;
