Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Average time from 'SW-Reviewer Agreed' to 'Awaiting Assignment to Batch',The average of the duration between activity 'SW-Reviewer Agreed' and activity 'Awaiting Assignment to Batch',316 days 04:05:03.823529,
Total time from 'First Look-Please submit updates' to 'Awaiting Assignment to Batch',The sum of the duration between activity 'First Look-Please submit updates' and activity 'Awaiting Assignment to Batch',2048 days 20:26:11,
Minimum time from 'Revised Manuscript Submission Confirmation' to 'Awaiting Assignment to Batch',The minimum of the duration between activity 'Revised Manuscript Submission Confirmation' and activity 'Awaiting Assignment to Batch',59 days 01:26:35,
Average time between 'SW-Reviewer Agreed' and 'Awaiting Assignment to Batch' across all cases,The average of the duration between activity 'SW-Reviewer Agreed' and activity 'Awaiting Assignment to Batch',316 days 04:05:03.823529,
Total resolution time of 'Awaiting Assignment to Batch',The sum of the duration between activity Awaiting Assignment to Batch and the end of the case,131 days 11:45:06,
Minimum resolution time of 'Awaiting Assignment to Batch',The minimum of the duration between activity Awaiting Assignment to Batch and the end of the case,0 days 09:51:40,
Average time it takes 'Awaiting Assignment to Batch' after 'First Look-Your updates are overdue',The average of the duration between activity 'First Look-Your updates are overdue' and activity 'Awaiting Assignment to Batch',91 days 13:13:23.888889,
Total time it takes 'Awaiting Assignment to Batch' to be done after 'Manuscript Export Succeeded',The sum of the duration between activity 'Manuscript Export Succeeded' and activity 'Awaiting Assignment to Batch',6209 days 18:54:10,
Average waiting time to 'Awaiting Assignment to Batch' after 'SW-EIC Accept',The average of the duration between activity 'SW-EIC Accept' and activity 'Awaiting Assignment to Batch',60 days 11:22:39.666667,
Minimum time it takes 'Awaiting Assignment to Batch' after 'SW-EIC Major Revision',The minimum of the duration between activity 'SW-EIC Major Revision' and activity 'Awaiting Assignment to Batch',79 days 00:48:11,
Average time for 'Awaiting Assignment to Batch' following 'SW-AE Assign Reviewers',The average of the duration between activity 'SW-AE Assign Reviewers' and activity 'Awaiting Assignment to Batch',312 days 14:58:51.666667,
Total time for 'Awaiting Assignment to Batch' in the context of 'SW-EIC Reject & Resubmit' scenarios,"ERROR: computing metric {'begin': ""activity == 'SW-EIC Reject & Resubmit'"", 'end': ""activity == 'Awaiting Assignment to Batch'"", 'aggregation': 'total'}",,
Awaiting Assignment to Batch' Cycle Time in cases involving 'Reviewer Invitation Reminder 2',The sum of the duration between activity 'Reviewer Invitation Reminder 2' and activity 'Awaiting Assignment to Batch',4329 days 04:20:10,
Minimum time between 'SW-Reviewer Agreed' and the subsequent 'Awaiting Assignment to Batch',The minimum of the duration between activity 'SW-Reviewer Agreed' and activity 'Awaiting Assignment to Batch',132 days 17:35:00,
Average time to 'Awaiting Assignment to Batch' grouped by 'case:concept:name',"ERROR: computing metric {'begin': ""activity == 'Awaiting Assignment to Batch'"", 'end': '', 'aggregation': 'average', 'group_by': 'case:concept:name'}",,
