Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Average duration of 'Accepted + Wait' before transitioning to 'Accepted + In Progress',The average of the duration between activity 'Accepted + Wait' and activity 'Accepted + In Progress',"15 days, 16:34:59.729426",
Median duration of 'Accepted + Wait' across all cases,The average of the duration between activity Accepted + Wait and the end of the case,"19 days, 5:35:40.658296",
Longest duration of 'Accepted + Wait' before any subsequent activity,the maximum of the duration between the first time instant when `ACTIVITY` == 'Accepted + Wait' and the last time instant when <ppinot4py.model.states.RuntimeState object at 0x00000221C2305210> - AppliesTo.PROCESS,"439 days, 9:36:58",
Shortest duration of 'Accepted + Wait' leading to 'Completed + Resolved',The minimum of the duration between activity 'Accepted + Wait' and activity 'Completed + Resolved',0:00:04,
Average duration difference between 'Accepted + Wait' and 'Queued + Awaiting Assignment',The average of the duration between activity 'Accepted + Wait' and activity 'Queued + Awaiting Assignment',"9 days, 21:33:03.553360",
Average duration from 'Accepted + Wait' to 'Completed + Closed' across variants,The average of the duration between activity 'Accepted + Wait' and activity 'Completed + Closed',"19 days, 23:25:58.235238",
Total duration from 'Accepted + Wait' to 'Accepted + Assigned' in the most frequent variant,The sum of the duration between activity 'Accepted + Wait' and activity 'Accepted + Assigned',"3604 days, 2:20:21",
Minimum duration of 'Accepted + Wait' before transitioning to any 'Completed' activity,"ERROR: computing metric {'begin': ""activity == 'Accepted + Wait'"", 'end': ""activity == 'Completed + Resolved' or activity == 'Completed + Closed' or activity == 'Completed + Cancelled'"", 'aggregation': 'minimum'}",,
Maximum duration of 'Accepted + Wait' when followed by 'Accepted + Wait - User',The maximum of the duration between activity 'Accepted + Wait' and activity 'Accepted + Wait - User',"152 days, 5:11:53",
Average duration of 'Accepted + Wait' during peak hours (09:00-17:00) vs. off-peak hours,The average of the duration between activity Accepted + Wait and the end of the case,"19 days, 5:35:40.658296",
Earliest occurrence of 'Accepted + Wait' in a case leading to 'Completed + Closed',The minimum of the duration between activity 'Accepted + Wait' and activity 'Completed + Closed',0:05:28,
Latest occurrence of 'Accepted + Wait' in a case before reaching 'Completed + Resolved',The maximum of the duration between activity 'Accepted + Wait' and activity 'Completed + Resolved',"432 days, 2:12:12",
Average duration of 'Accepted + Wait' in cases with 'High' impact vs. 'Low' impact,"ERROR: computing metric {'begin': ""activity == 'Accepted + Wait'"", 'end': '', 'aggregation': 'average', 'filter': ""impact == 'High' or impact == 'Low'""}",,
Total cumulative duration of 'Accepted + Wait' for cases involving 'PROD582',The sum of the duration between activity Accepted + Wait and the end of the case,,
Duration of 'Accepted + Wait' in the shortest vs. longest case,The average of the duration between activity Accepted + Wait and the end of the case,"19 days, 5:35:40.658296",
Average lead time from 'Accepted + Wait' to the next activity across all variants,The average of the duration between activity Accepted + Wait and the end of the case,"19 days, 5:35:40.658296",
Time until first occurrence of 'Accepted + Wait' from case start,The average of the duration between the start of the case and activity 'Accepted + Wait',"7 days, 23:41:12.279821",
