Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Percentage of 'Completed + Cancelled' activities out of all 'Completed + Resolved' activities,Percentage of 'Completed + Cancelled' out of all 'Completed + Resolved',0.0,
Frequency of 'Completed + Cancelled' activities in comparison to 'Accepted + In Progress' activities,Frequency of activity 'Completed + Cancelled' for cases where activity 'Accepted + In Progress' occurs,1,
Number of 'Completed + Cancelled' activities that are preceded by 'Accepted + Wait - User',Number of 'Completed + Cancelled' activities,1,
Frequency of 'Completed + Cancelled' activities per month,"ERROR: computing metric {'count': ""activity == 'Completed + Cancelled'"", 'metric_condition': '> 0', 'aggregation': 'total', 'group_by': 'month'}",,
Percentage of 'Completed + Cancelled' activities followed by 'Accepted + Assigned',Percentage of 'Completed + Cancelled' out of all cases,0.0,
Number of 'Completed + Cancelled' activities with a high impact,Number of 'Completed + Cancelled' activities == 'high' where ma is the last value of impact,,
Percentage of 'Completed + Cancelled' activities out of the total activities in the event log,Percentage of 'Completed + Cancelled' out of all cases,0.0,
Frequency of 'Completed + Cancelled' activities in the most common process variant,Frequency of activity 'Completed + Cancelled',1,
Number of 'Completed + Cancelled' activities made per year,"ERROR: computing metric {'count': ""activity == 'Completed + Cancelled'"", 'aggregation': 'total', 'group_by': 'year'}",,
Percentage of 'Completed + Cancelled' activities that occur after 'Queued + Awaiting Assignment',Percentage of 'Completed + Cancelled' out of all cases,0.0,
Frequency of 'Completed + Cancelled' activities in relation to 'Completed + In Call',Frequency of activity 'Completed + Cancelled' for cases where activity 'Completed + In Call' occurs,1,
Total 'Completed + Cancelled' activities performed by 'Anne Claire',Number of 'Completed + Cancelled' activities == 'Anne Claire' where ma is the last value of org:resource,,
Ratio of 'Completed + Cancelled' over 'Accepted + In Progress' activities,Percentage of 'Completed + Cancelled' out of all 'Accepted + In Progress',0.0,
Occasions how often the 'Completed + Cancelled' activity is performed in the top 5 variants,Frequency of activity 'Completed + Cancelled',1,
The ratio of 'Completed + Cancelled' activities that are preceded by 'Accepted + Wait - Vendor',Number of 'Completed + Cancelled' activities,1,
