Name;Metric;Value;Agrupation
Percentage of Queued + Awaiting Assignment that are followed by Accepted + In Progress;Percentage of 'Queued + Awaiting Assignment' out of all 'Accepted + In Progress';0.6;
Number of Queued + Awaiting Assignment;Number of 'Queued + Awaiting Assignment' activities;10767;
Percentage of Queued + Awaiting Assignment out of all Accepted + In Progress;Percentage of 'Queued + Awaiting Assignment' out of all 'Accepted + In Progress';0.6;
Number of Queued + Awaiting Assignment that are preceded by Accepted + In Progress;Number of 'Queued + Awaiting Assignment' activities for cases where activity 'Accepted + In Progress' occurs;10761;
Percentage of Queued + Awaiting Assignment that eventually lead to Completed + In Call;Percentage of 'Queued + Awaiting Assignment' out of all 'Completed + In Call';0.03;
Frequency of Queued + Awaiting Assignment occurring multiple times in the same case;the average of the function base > 1 where base is the number of times `ACTIVITY` == 'Queued + Awaiting Assignment';0.32;
Percentage of cases starting with Queued + Awaiting Assignment versus starting with Accepted + In Progress;Percentage of 'Queued + Awaiting Assignment' out of all 'Accepted + In Progress';0.6;
Average number of Queued + Awaiting Assignment per case in variants containing Completed + In Call;the average of the number of times `ACTIVITY` == 'Queued + Awaiting Assignment' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Completed + In Call';0.09;
Percentage of Queued + Awaiting Assignment handled by V30 resource;Percentage of 'Queued + Awaiting Assignment' out of all cases;;
Number of Queued + Awaiting Assignment by country;Number of 'Queued + Awaiting Assignment' activities grouped by the last value of resource country;0:9755;"{""0"":9755,""Australia"":0,""Belgium"":182,""Brazil"":5,""Canada"":0,""China"":0,""France"":10,""INDIA"":159,""Japan"":3,""Korea"":0,""MALAYSIA"":0,""POLAND"":280,""RUSSIAN FEDERATION"":0,""Sweden"":357,""THAILAND"":1,""USA"":15,""United Kingdom"":0}"
Ratio of Queued + Awaiting Assignment over Completed + Resolved in high-performance variants;the average of the number of times `ACTIVITY` == 'Queued + Awaiting Assignment' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Completed + Resolved';1.9;
Percentage of Queued + Awaiting Assignment that eventually result in Completed + Closed;Percentage of 'Queued + Awaiting Assignment' out of all 'Completed + Closed';0.8;
Frequency of Queued + Awaiting Assignment -> Accepted + In Progress -> Queued + Awaiting Assignment loops;the average of the function base > 1 where base is the number of times `ACTIVITY` == 'Queued + Awaiting Assignment' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Accepted + In Progress';0.32;
Average duration between Queued + Awaiting Assignment and Accepted + In Progress;the average of the number of times `ACTIVITY` == 'Queued + Awaiting Assignment' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Accepted + In Progress';1.43;
Percentage of Queued + Awaiting Assignment in variants with Accepted + Wait - User;Percentage of 'Queued + Awaiting Assignment' out of all 'Accepted + Wait - User';0.85;
Number of Queued + Awaiting Assignment in Brazil versus France;Number of 'Queued + Awaiting Assignment' activities grouped by the last value of resource country;0:9755;"{""0"":9755,""Australia"":0,""Belgium"":182,""Brazil"":5,""Canada"":0,""China"":0,""France"":10,""INDIA"":159,""Japan"":3,""Korea"":0,""MALAYSIA"":0,""POLAND"":280,""RUSSIAN FEDERATION"":0,""Sweden"":357,""THAILAND"":1,""USA"":15,""United Kingdom"":0}"
Percentage of Queued + Awaiting Assignment that are immediately followed by another Queued + Awaiting Assignment;the average of the function base > 1 where base is the number of times `ACTIVITY` == 'Queued + Awaiting Assignment';0.32;
Frequency of Queued + Awaiting Assignment in variants ending with Completed + In Call;Percentage of 'Queued + Awaiting Assignment' out of all 'Completed + In Call';0.03;
Ratio of Queued + Awaiting Assignment to Completed + Cancelled;the average of the number of times `ACTIVITY` == 'Queued + Awaiting Assignment' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Completed + Cancelled';0.0;
Percentage of Queued + Awaiting Assignment handled by C9 resource group;Percentage of 'Queued + Awaiting Assignment' out of all cases;0.13;
Percentage of cases where Queued + Awaiting Assignment occurs more than twice;the average of the function base > 2 where base is the number of times `ACTIVITY` == 'Queued + Awaiting Assignment';0.17;
Percentage of Queued + Awaiting Assignment that lead to Accepted + Assigned;Percentage of 'Queued + Awaiting Assignment' out of all 'Accepted + Assigned';0.94;
Frequency of Queued + Awaiting Assignment in the most common process variant;Percentage of 'Queued + Awaiting Assignment' out of all cases;0.6;
Percentage of Queued + Awaiting Assignment that eventually result in Unmatched + Unmatched;Percentage of 'Queued + Awaiting Assignment' out of all 'Unmatched + Unmatched';0.4;
