Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Average time from SW-AE Assign Reviewers to SW-Awaiting AE Recommendation,The average of the duration between activity 'SW-AE Assign Reviewers' and activity 'SW-Awaiting AE Recommendation',"70 days, 17:17:57.130435",
Total time from Manuscript Export Succeeded to SW-Awaiting AE Recommendation,The sum of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-Awaiting AE Recommendation',"1943 days, 20:27:35",
Minimum time from Original Manuscript Submission Confirmation to SW-Awaiting AE Recommendation,The minimum of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-Awaiting AE Recommendation',"2 days, 0:49:36",
Average time between SW-Awaiting AE Recommendation and SW-Awaiting EIC Decision,The average of the duration between activity 'SW-Awaiting AE Recommendation' and activity 'SW-Awaiting EIC Decision',"3 days, 17:53:47.428571",
Total resolution time of SW-Awaiting AE Recommendation,The sum of the duration between activity SW-Awaiting AE Recommendation and the end of the case,"2310 days, 15:41:34",
Minimum resolution time of SW-Awaiting AE Recommendation,The minimum of the duration between activity SW-Awaiting AE Recommendation and the end of the case,0:38:48,
Average waiting time to SW-Awaiting AE Recommendation after SW-Reviewer Agreed,The average of the duration between activity 'SW-Reviewer Agreed' and activity 'SW-Awaiting AE Recommendation',"67 days, 9:50:07.375000",
Total time it takes SW-Awaiting AE Recommendation to be done after SW-Checklist Completed,The sum of the duration between activity 'SW-Checklist Completed' and activity 'SW-Awaiting AE Recommendation',"1889 days, 8:22:35",
Minimum time it takes from SW-AE Assign Reviewers to SW-Awaiting AE Recommendation,The minimum of the duration between activity 'SW-AE Assign Reviewers' and activity 'SW-Awaiting AE Recommendation',"35 days, 19:49:45",
Total time for SW-Awaiting AE Recommendation grouped by case:concept:name,"ERROR: computing metric {'begin': ""activity == 'SW-Awaiting AE Recommendation'"", 'end': '', 'aggregation': 'total', 'group_by': 'case:concept:name'}",,
Average time since SW-Reviewer Selection is now due and SW-Awaiting AE Recommendation are performed,The average of the duration between activity 'SW-Reviewer Selection is now due' and activity 'SW-Awaiting AE Recommendation',"71 days, 5:24:52.750000",
Minimum time since SW-Reviewer Selection is now due and SW-Awaiting AE Recommendation are performed,The minimum of the duration between activity 'SW-Reviewer Selection is now due' and activity 'SW-Awaiting AE Recommendation',"45 days, 4:55:51",
Average time to SW-Awaiting AE Recommendation from SW-Reviewer Declined,The average of the duration between activity 'SW-Reviewer Declined' and activity 'SW-Awaiting AE Recommendation',"66 days, 16:21:18.764706",
Total time to SW-Awaiting AE Recommendation from SW-Reviewer Unavailable,The sum of the duration between activity 'SW-Reviewer Unavailable' and activity 'SW-Awaiting AE Recommendation',"978 days, 11:11:29",
