Name;Metric;Value;Agrupation
Total time from Declaration APPROVED by BUDGET OWNER to Declaration FINAL_APPROVED by SUPERVISOR in variants where both occur;The sum of the duration between activity Declaration APPROVED by BUDGET OWNER and activity Declaration FINAL_APPROVED by SUPERVISOR for cases where activity Declaration FINAL_APPROVED by SUPERVISOR occurs;8421.95 days;
Time until Declaration APPROVED by BUDGET OWNER;The average of the duration between the start of the case and activity 'Declaration APPROVED by BUDGET OWNER';4.51 days;
Minimum time from Declaration REJECTED by PRE_APPROVER to subsequent Declaration APPROVED by BUDGET OWNER;The minimum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration APPROVED by BUDGET OWNER';;
Total time between Declaration APPROVED by ADMINISTRATION and Declaration APPROVED by BUDGET OWNER;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';6170.44 days;
Total time for Declaration APPROVED by BUDGET OWNER in variants containing Declaration REJECTED by PRE_APPROVER;The sum of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;;
Total time reduction in Declaration APPROVED by BUDGET OWNER duration if Declaration REJECTED by PRE_APPROVER is eliminated;The sum of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;27251.08 days;
Average time for Declaration APPROVED by BUDGET OWNER when budget owner and supervisor are the same person;The average of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;9.71 days;
Minimum time from Declaration APPROVED by BUDGET OWNER to Declaration FINAL_APPROVED by SUPERVISOR in variants where both occur;The minimum of the duration between activity Declaration APPROVED by BUDGET OWNER and activity Declaration FINAL_APPROVED by SUPERVISOR for cases where activity Declaration FINAL_APPROVED by SUPERVISOR occurs;27.00 seconds;
Minimum time for Declaration APPROVED by BUDGET OWNER when budget owner and supervisor are the same person;The minimum of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;21.12 hours;
Total time difference: Declaration APPROVED by BUDGET OWNER duration vs Declaration APPROVED by ADMINISTRATION duration;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';6170.44 days;
Total time until Declaration APPROVED by BUDGET OWNER is performed;The sum of the duration between the start of the case and activity 'Declaration APPROVED by BUDGET OWNER';12645.83 days;
Total time from Declaration SUBMITTED by EMPLOYEE to Declaration APPROVED by BUDGET OWNER for domestic declarations vs pre-paid travel costs;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';12645.83 days;
Average time from Declaration REJECTED by PRE_APPROVER to subsequent Declaration APPROVED by BUDGET OWNER;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration APPROVED by BUDGET OWNER';;
Total time for Declaration APPROVED by BUDGET OWNER;The sum of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;27251.08 days;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration APPROVED by BUDGET OWNER for domestic declarations vs pre-paid travel costs;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';4.51 days;
Minimum time reduction in Declaration APPROVED by BUDGET OWNER duration if Declaration REJECTED by PRE_APPROVER is eliminated;The minimum of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;21.12 hours;
Minimum time between Declaration APPROVED by ADMINISTRATION and Declaration APPROVED by BUDGET OWNER;The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';18.00 seconds;
Total time from Declaration SUBMITTED by EMPLOYEE to Declaration APPROVED by BUDGET OWNER;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';12645.83 days;
Average time from Declaration APPROVED by BUDGET OWNER to Declaration FINAL_APPROVED by SUPERVISOR in variants where both occur;The average of the duration between activity Declaration APPROVED by BUDGET OWNER and activity Declaration FINAL_APPROVED by SUPERVISOR for cases where activity Declaration FINAL_APPROVED by SUPERVISOR occurs;3.01 days;
Average time for Declaration APPROVED by BUDGET OWNER in variants containing Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and the end of case where activity 'Declaration REJECTED by PRE_APPROVER occurs;;
Average time it takes Declaration APPROVED by BUDGET OWNER after the execution of Declaration APPROVED by ADMINISTRATION;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';2.20 days;
Time from Declaration SUBMITTED by EMPLOYEE to Declaration APPROVED by BUDGET OWNER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';4.51 days;
Average time difference: Declaration APPROVED by BUDGET OWNER duration vs Declaration FINAL_APPROVED by SUPERVISOR duration;The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3.01 days;
Average time difference: Declaration APPROVED by BUDGET OWNER duration vs Declaration APPROVED by ADMINISTRATION duration;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';2.20 days;
Total time for Declaration APPROVED by BUDGET OWNER when budget owner and supervisor are the same person;The sum of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;27251.08 days;
Minimum time from Declaration SUBMITTED by EMPLOYEE to Declaration APPROVED by BUDGET OWNER;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by BUDGET OWNER';1.12 minutes;
Average time difference between Declaration APPROVED by BUDGET OWNER and Declaration REJECTED by BUDGET OWNER;The average of the duration between activity 'Declaration APPROVED by BUDGET OWNER' and activity 'Declaration REJECTED by BUDGET OWNER';5.00 days;
Declaration APPROVED by BUDGET OWNER Cycle Time;The average of the duration between activity Declaration APPROVED by BUDGET OWNER and the end of the case;9.71 days;
Total time between Declaration FOR_APPROVAL by ADMINISTRATION and Declaration APPROVED by BUDGET OWNER;The sum of the duration between activity 'Declaration FOR_APPROVAL by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';1.04 days;
Minimum time until Declaration APPROVED by BUDGET OWNER is performed;The minimum of the duration between the start of the case and activity 'Declaration APPROVED by BUDGET OWNER';1.12 minutes;
