Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Frequency of \Declaration SAVED by EMPLOYEE\ compared to \Declaration SUBMITTED by EMPLOYEE\,Percentage of 'Declaration SAVED by EMPLOYEE' out of all 'Declaration SUBMITTED by EMPLOYEE',0.0,
Percentage of \Declaration SAVED by EMPLOYEE\ that lead to \Declaration SUBMITTED by EMPLOYEE\,Percentage of 'Declaration SAVED by EMPLOYEE' out of all 'Declaration SUBMITTED by EMPLOYEE',0.0,
Number of \Declaration SAVED by EMPLOYEE\ with amounts above 100 euros,Number of 'Declaration SAVED by EMPLOYEE' activities > 100 where ma is the last value of case:Amount,0,
Frequency of \Declaration SAVED by EMPLOYEE\ per year,"ERROR: computing metric {'count': ""activity == 'Declaration SAVED by EMPLOYEE'"", 'metric_condition': '> 0', 'aggregation': 'total', 'group_by': 'year'}",,
Percentage of \Declaration SAVED by EMPLOYEE\ out of all activities in the event log,Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases,0.01,
Number of \Declaration SAVED by EMPLOYEE\ followed by \Declaration APPROVED by ADMINISTRATION\,Number of 'Declaration SAVED by EMPLOYEE' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs,0,
Percentage of \Declaration SAVED by EMPLOYEE\ that are not followed by \Declaration REJECTED by EMPLOYEE\,Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases where 'Declaration REJECTED by EMPLOYEE' does not happen,0.01,
Frequency of \Declaration SAVED by EMPLOYEE\ in relation to the total number of declarations handled by the system,Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases,0.01,
Percentage of \Declaration SAVED by EMPLOYEE\ in the most common variant paths,Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases,0.01,
Number of \Declaration SAVED by EMPLOYEE\ grouped by \case:BudgetNumber\,Number of 'Declaration SAVED by EMPLOYEE' activities grouped by the last value of case:BudgetNumber,budget 86566:135,"{""budget 86566"":135}"
Percentage of \Declaration SAVED by EMPLOYEE\ followed by \Request Payment\,Percentage of 'Declaration SAVED by EMPLOYEE' out of all 'Request Payment',0.0,
Frequency of \Declaration SAVED by EMPLOYEE\ in comparison to \Declaration FINAL_APPROVED by SUPERVISOR\,Percentage of 'Declaration SAVED by EMPLOYEE' out of all 'Declaration FINAL_APPROVED by SUPERVISOR',0.0,
Percentage of \Declaration SAVED by EMPLOYEE\ that lead to a payment being requested and handled,Percentage of 'Declaration SAVED by EMPLOYEE' out of all 'Payment Handled',0.0,
Number of \Declaration SAVED by EMPLOYEE\ as a fraction of all saved declarations,Percentage of 'Declaration SAVED by EMPLOYEE' out of all cases,0.01,
