Name;Metric;Value;Agrupation
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2.90 days;
Total time between Declaration FOR_APPROVAL by PRE_APPROVER and Declaration REJECTED by PRE_APPROVER;The sum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;
Minimum time it takes Declaration REJECTED by PRE_APPROVER after the execution of Declaration SUBMITTED by EMPLOYEE;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2.00 seconds;
Average time for Declaration REJECTED by PRE_APPROVER grouped by case:BudgetNumber;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and the end of case grouped by the last value of case:BudgetNumber;budget 86566:19.42 days;"{""budget 86566"":1677675222}"
Total resolution time of Declaration REJECTED by PRE_APPROVER in variants that include Declaration REJECTED by PRE_APPROVER followed by Declaration REJECTED by EMPLOYEE;The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration REJECTED by EMPLOYEE';171.06 days;
Average time between Declaration APPROVED by PRE_APPROVER and Declaration REJECTED by PRE_APPROVER across all rework loops involving the same declaration number;The average of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;
Minimum waiting time to the Declaration REJECTED by PRE_APPROVER after Declaration FOR_APPROVAL by PRE_APPROVER;The minimum of the duration between activity 'Declaration FOR_APPROVAL by PRE_APPROVER' and activity 'Declaration REJECTED by PRE_APPROVER';;
Average time from Declaration REJECTED by PRE_APPROVER to Declaration SUBMITTED by EMPLOYEE in the same case (measuring re-submission delay);The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration SUBMITTED by EMPLOYEE';10.25 days;
Total time for Declaration REJECTED by PRE_APPROVER compared to total time for Declaration APPROVED by PRE_APPROVER in successful variants;The sum of the duration between activity Declaration REJECTED by PRE_APPROVER and the end of the case;1572.82 days;
Elapsed time between Declaration SUBMITTED by EMPLOYEE and Declaration REJECTED by PRE_APPROVER in cases that eventually lead to Payment Handled versus those that terminate early;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';3.18 days;
Time of Declaration REJECTED by PRE_APPROVER when occurring in variants with multiple rejection cycles versus first-time submissions;The average of the duration between activity Declaration REJECTED by PRE_APPROVER and the end of the case;19.42 days;
Minimum time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by PRE_APPROVER in domestic declarations (inferred via case patterns without prior approval steps);The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2.00 seconds;
Total time between Declaration REJECTED by PRE_APPROVER and the next occurrence of Declaration SUBMITTED by EMPLOYEE within the same case:DeclarationNumber;The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration SUBMITTED by EMPLOYEE';747.94 days;
Cycle Time of Declaration REJECTED by PRE_APPROVER measured from the moment the declaration is first submitted until the rejection is recorded, excluding idle periods before routing to pre-approver;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2.90 days;
Average time it takes Declaration REJECTED by PRE_APPROVER after Declaration FOR_APPROVAL by PRE_APPROVER, specifically in 2017 versus 2018 data;"ERROR: computing metric {'begin': activity == 'Declaration FOR_APPROVAL by PRE_APPROVER'"", 'end': ""activity == 'Declaration REJECTED by PRE_APPROVER'"", 'aggregation': 'average', 'group_by': 'year'}""";;
