Name;Metric;Value;Agrupation
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by ADMINISTRATION;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';8.33 days;
Average time for Declaration REJECTED by ADMINISTRATION grouped by case:BudgetNumber;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and the end of case grouped by the last value of case:BudgetNumber;budget 86566:13.85 days;"{""budget 86566"":1196784892}"
Total time between Declaration SUBMITTED by EMPLOYEE and Declaration REJECTED by ADMINISTRATION across all rejected cases;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';7047.80 days;
Minimum time it takes Declaration REJECTED by ADMINISTRATION after the execution of Declaration SUBMITTED by EMPLOYEE;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';1.00 seconds;
Average time from Declaration REJECTED by ADMINISTRATION to Declaration REJECTED by EMPLOYEE;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';3.58 days;
Average duration of Declaration REJECTED by ADMINISTRATION compared to the duration of Declaration APPROVED by ADMINISTRATION in variants that share the same preceding activity;The average of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;13.85 days;
Total time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by ADMINISTRATION in variants that later lead to Declaration REJECTED by PRE_APPROVER;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';;
Average time until Declaration REJECTED by ADMINISTRATION is performed in cases that eventually result in a rejection by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';;
Minimum time between Declaration SUBMITTED by EMPLOYEE and Declaration REJECTED by ADMINISTRATION in variants containing more than one rejection loop;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';1.00 seconds;
Average time for Declaration REJECTED by ADMINISTRATION versus average time for Declaration FINAL_APPROVED by SUPERVISOR in completed reimbursement cases;The average of the duration between activity Declaration REJECTED by ADMINISTRATION and the end of the case;13.85 days;
Total resolution time of Declaration REJECTED by ADMINISTRATION in cases where the employee resubmits within 7 days;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration SUBMITTED by EMPLOYEE';5464.42 days;
Time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by ADMINISTRATION in domestic declaration cases (inferred via case:Amount or process pattern);The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';8.42 days;
Average waiting time to Declaration REJECTED by ADMINISTRATION after submission, specifically in variants that include a subsequent Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';;
Elapsed time between Declaration REJECTED by ADMINISTRATION and the next occurrence of Declaration SUBMITTED by EMPLOYEE in multi-rejection loops;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration SUBMITTED by EMPLOYEE';8.28 days;
Average time it takes Declaration REJECTED by ADMINISTRATION to be done in cases that originate from pre-paid travel cost requests versus standard reimbursement claims;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by ADMINISTRATION';8.33 days;
