Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Frequency of 'Accepted + Assigned' leading to 'Completed + In Call',Frequency of activity 'Accepted + Assigned' for cases where activity 'Completed + In Call' occurs,35,
Percentage of incidents resolved after 'Accepted + Assigned',Percentage of 'Accepted + Assigned' out of all 'Completed + Resolved',0.32,
Number of 'Accepted + Assigned' activities followed by 'Completed + Resolved',Number of 'Accepted + Assigned' activities for cases where activity 'Completed + Resolved' occurs,3116,
Percentage of 'Accepted + Assigned' out of all 'Queued + Awaiting Assignment',Percentage of 'Accepted + Assigned' out of all 'Queued + Awaiting Assignment',0.38,
Frequency of 'Accepted + Assigned' preceding 'Accepted + Wait - User',Frequency of activity 'Accepted + Assigned' for cases where activity 'Accepted + Wait - User' occurs,1101,
Percentage of 'Accepted + Assigned' activities that lead to a resolution without 'Accepted + Wait - Implementation',Percentage of 'Accepted + Assigned' out of all cases where 'Accepted + Wait - Implementation' does not happen,0.24,
Number of 'Accepted + Assigned' activities in incidents with high impact,Number of 'Accepted + Assigned' activities == 'high' where ma is the last value of impact,,
Frequency of 'Accepted + Assigned' followed by 'Completed + Closed',Frequency of activity 'Accepted + Assigned' for cases where activity 'Completed + Closed' occurs,1807,
Number of 'Accepted + Assigned' activities made per year,"ERROR: computing metric {'count': ""activity == 'Accepted + Assigned'"", 'aggregation': 'total', 'group_by': 'year'}",,
Percentage of 'Accepted + Assigned' in incidents involving 'PROD582',Percentage of 'Accepted + Assigned' out of all cases,0.62,
Number of 'Accepted + Assigned' in relation to 'Completed + Cancelled',Number of 'Accepted + Assigned' activities for cases where activity 'Completed + Cancelled' occurs,0,
Percentage of 'Accepted + Assigned' in the VINST system,Percentage of 'Accepted + Assigned' out of all cases,,
Frequency of 'Accepted + Assigned' in incidents from France,Frequency of activity 'Accepted + Assigned',,
Percentage of 'Accepted + Assigned' done after 'Queued + Awaiting Assignment',Percentage of 'Accepted + Assigned' out of all 'Queued + Awaiting Assignment',0.38,
Average number of 'Accepted + Assigned' per month,"ERROR: computing metric {'count': ""activity == 'Accepted + Assigned'"", 'aggregation': 'average', 'group_by': 'month'}",,
Percentage of 'Accepted + Assigned' leading to an increment in resolution time,Percentage of 'Accepted + Assigned' out of all cases,0.24,
Percentage of 'Accepted + Assigned' with subsequent customer satisfaction survey,Percentage of 'Accepted + Assigned' out of all cases,,
Average number of 'Accepted + Assigned' that are followed by 'Accepted + In Progress',the average of the number of times `ACTIVITY` == 'Accepted + Assigned' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Accepted + In Progress',0.41,
Percentage of 'Accepted + Assigned' with penalty for delayed resolution,Percentage of 'Accepted + Assigned' out of all cases,,
Average number of 'Accepted + Assigned' in high impact incidents,the average of the number of times `ACTIVITY` == 'Accepted + Assigned' filtered by the function ma == 'high' where ma is the last value of impact,,
Total 'Accepted + Assigned' done by top 5 resources,"ERROR: computing metric {'count': ""activity == 'Accepted + Assigned'"", 'aggregation': 'total', 'filter': ""org:resource in ['Resource1', 'Resource2', 'Resource3', 'Resource4', 'Resource5']""}",,
Fraction of 'Accepted + Assigned' that are dismissed without resolution,Percentage of 'Accepted + Assigned' out of all cases where 'Completed + Resolved' does not happen,0.24,
Total 'Accepted + Assigned' performed by resources in Brazil,Number of 'Accepted + Assigned' activities == 'Brazil' where ma is the last value of resource country,3,
Ratio of 'Accepted + Assigned' over 'Completed + Resolved',Percentage of 'Accepted + Assigned' out of all 'Completed + Resolved',0.32,
Occasions how often 'Accepted + Assigned' is performed before 'Accepted + Wait - Vendor',Frequency of activity 'Accepted + Assigned' for cases where activity 'Accepted + Wait - Vendor' occurs,83,
The ratio of 'Accepted + Assigned' that do not lead to 'Completed + In Call',Percentage of 'Accepted + Assigned' out of all cases where 'Completed + In Call' does not happen,0.24,
