Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Frequency of 'Completed + Resolved' followed by 'Completed + Closed',Frequency of activity 'Completed + Resolved' for cases where activity 'Completed + Closed' occurs,5574,
Percentage of cases including 'Completed + Resolved' out of all cases,Percentage of 'Completed + Resolved' out of all cases,0.75,
Frequency of 'Accepted + In Progress' leading to 'Completed + Resolved',Frequency of activity 'Accepted + In Progress' for cases where activity 'Completed + Resolved' occurs,5645,
Percentage of 'Completed + Resolved' in relation to 'Accepted + In Progress',Percentage of 'Completed + Resolved' out of all 'Accepted + In Progress',0.75,
Number of 'Completed + Resolved' activities per month,"ERROR: computing metric {'count': ""activity == 'Completed + Resolved'"", 'aggregation': 'total', 'group_by': 'month'}",,
Frequency of 'Completed + Resolved' in cases with 'High' impact products,Number of 'Completed + Resolved' activities == 'High' where ma is the last value of impact,269,
Percentage of 'Completed + Resolved' followed by any activity other than 'Completed + Closed',Percentage of 'Completed + Resolved' out of all cases where 'Completed + Closed' does not happen,0.75,
Number of 'Completed + Resolved' activities that occur after 'Queued + Awaiting Assignment',Number of 'Completed + Resolved' activities for cases where activity 'Queued + Awaiting Assignment' occurs,4908,
Percentage of 'Completed + Resolved' activities out of all 'Completed' activities,"ERROR: computing metric {'count': ""activity == 'Completed + Resolved'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity LIKE 'Completed%'""}",,
Frequency of 'Completed + Resolved' in cases involving 'PROD582',Number of 'Completed + Resolved' activities == 'PROD582' where ma is the last value of product,7,
Number of 'Completed + Resolved' activities that precede 'Completed + Closed' within 24 hours,"ERROR: computing metric {'count': ""activity == 'Completed + Resolved'"", 'aggregation': 'total', 'filter': ""activity == 'Completed + Closed' AND time:timestamp <= 24 hours""}",,
Percentage of 'Completed + Resolved' activities in cases with 'Medium' impact,Percentage of 'Completed + Resolved' out of all cases,0.81,
Frequency of 'Completed + Resolved' in the top 5 most common process variants,Number of 'Completed + Resolved' activities,6108,
Percentage of 'Completed + Resolved' activities that are followed by 'Completed + Closed' within the same day,"ERROR: computing metric {'count': ""activity == 'Completed + Resolved'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Completed + Closed' AND time:timestamp <= same day""}",,
Percentage of 'Completed + Resolved' activities in cases originating from 'France',Percentage of 'Completed + Resolved' out of all cases,,
Frequency of 'Completed + Resolved' in cases exceeding 1000 euros in total product value,Number of 'Completed + Resolved' activities,6108,
Percentage of 'Completed + Resolved' activities that lead to a case closure,Percentage of 'Completed + Resolved' out of all 'Case Closure',,
