Name;Metric;Value;Agrupation
Average time from SW-Awaiting Checklist Completion to SW-Checklist Completed;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Checklist Completed';4.40 days;
Total time between Original Manuscript Submission Confirmation and SW-Checklist Completed;The sum of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-Checklist Completed';364.61 days;
Minimum time it takes SW-Checklist Completed to be done after Manuscript Export Succeeded;The minimum of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-Checklist Completed';1.02 hours;
Average time until SW-Checklist Completed is performed following Plagiarism Originality Report Completed;The average of the duration between activity 'Plagiarism Originality Report Completed' and activity 'SW-Checklist Completed';3.39 days;
Total resolution time of SW-Checklist Completed in cases that proceed to SW-Awaiting AE Assignment;The sum of the duration between activity 'SW-Checklist Completed' and the end of case where activity 'SW-Awaiting AE Assignment occurs;3459.60 days;
Time from SW-Checklist Completion is due in three days to SW-Checklist Completed;The sum of the duration between activity 'SW-Checklist Completion is due in three days' and activity 'SW-Checklist Completed';163.82 days;
Average waiting time to the SW-Checklist Completed after Plagiarism Percent Match Threshold Exceeded;The average of the duration between activity 'Plagiarism Percent Match Threshold Exceeded' and activity 'SW-Checklist Completed';6.80 days;
Total time it takes SW-Checklist Completed after Co-Author Account Created During Manuscript Submission;The sum of the duration between activity 'Co-Author Account Created During Manuscript Submission' and activity 'SW-Checklist Completed';254.67 days;
Minimum time between Manuscript Export Succeeded and SW-Checklist Completed across all process variants;The minimum of the duration between activity 'Manuscript Export Succeeded' and activity 'SW-Checklist Completed';1.02 hours;
Time of SW-Checklist Completed relative to the start of the review process in challenge paper tracks (e.g., SW-AE Assign Reviewers Challenge Paper appears later);The sum of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-Checklist Completed';7.11 days;
Average time from SW-Checklist Completed to SW-Initial Reviewer Selection;The average of the duration between activity 'SW-Checklist Completed' and activity 'SW-Initial Reviewer Selection';4.18 days;
Total time between SW-Checklist Completed and SW-AE Assign Reviewers in high-complexity variants involving multiple reviewer declines and reminders;The sum of the duration between activity 'SW-Checklist Completed' and activity 'SW-AE Assign Reviewers';823.56 days;
Average time for SW-Checklist Completed grouped by case:concept:name;"ERROR: computing metric {'begin': activity == 'SW-Checklist Completed'"", 'end': '', 'aggregation': 'average', 'group_by': 'concept:name'}""";;
Time until SW-Checklist Completed in cases that later reach SW-EIC Reject & Resubmit;"ERROR: computing metric {'begin': activity == 'SW-Checklist Completed'"", 'end': ""activity == 'SW-EIC Reject & Resubmit'"", 'aggregation': 'average'}""";;
