Name;Metric;Value;Agrupation
Average time from SW-Reviewer Agreed to SW-EIC Reject;The average of the duration between activity 'SW-Reviewer Agreed' and activity 'SW-EIC Reject';73.21 days;
Total time between SW-Awaiting EIC Decision and SW-EIC Reject;The sum of the duration between activity 'SW-Awaiting EIC Decision' and activity 'SW-EIC Reject';11.61 days;
Minimum time it takes SW-EIC Reject to be performed after SW-Awaiting EIC Decision;The minimum of the duration between activity 'SW-Awaiting EIC Decision' and activity 'SW-EIC Reject';8.33 minutes;
Average time until SW-EIC Reject is performed following a major revision cycle initiated by SW-EIC Major Revision;The average of the duration between activity 'SW-EIC Major Revision' and activity 'SW-EIC Reject';;
Total resolution time of SW-EIC Reject in cases where the variant includes repeated reviewer assignment attempts (e.g., multiple SW-Reviewer Declined or SW-Reviewer No Response);The sum of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-EIC Reject';547.97 days;
Time from SW-AE Recommendation overdue to SW-EIC Reject;The average of the duration between activity 'SW-AE Recommendation overdue' and activity 'SW-EIC Reject';12.38 days;
Elapsed time between SW-Checklist Completed and SW-EIC Reject in variants that bypass AE assignment;The average of the duration between activity 'SW-Checklist Completed' and activity 'SW-EIC Reject';25.43 days;
Time of SW-EIC Reject in comparison with the time of SW-EIC Accept across similar process paths ending in different editorial decisions;The average of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-EIC Reject';27.81 days;
Cycle Time of SW-EIC Reject measured from Original Manuscript Submission Confirmation to SW-EIC Reject in rejected-only variants;The sum of the duration between activity 'Original Manuscript Submission Confirmation' and activity 'SW-EIC Reject';917.59 days;
Average waiting time to SW-EIC Reject after the last occurrence of SW-Reviewer Agreed in multi-reviewer scenarios;The average of the duration between activity 'SW-Reviewer Agreed' and activity 'SW-EIC Reject';73.21 days;
Total time from Revised Manuscript Submission Confirmation to SW-EIC Reject in resubmission loops ending in rejection;The sum of the duration between activity 'Revised Manuscript Submission Confirmation' and activity 'SW-EIC Reject';;
Time from Assign a Different Editor to SW-EIC Reject, capturing impact of editor changes on rejection timing;The average of the duration between activity 'Assign a Different Editor' and activity 'SW-EIC Reject';33.72 days;
Average time it takes SW-EIC Reject to be executed after the final Plagiarism Originality Report Completed in fast-track rejection paths;The average of the duration between activity 'Plagiarism Originality Report Completed' and activity 'SW-EIC Reject';27.06 days;
Average time for SW-EIC Reject grouped by case:concept:name to identify outlier manuscripts with unusually long or short decision times;"ERROR: computing metric {'begin': activity == 'Original Manuscript Submission Confirmation'"", 'end': ""activity == 'SW-EIC Reject'"", 'aggregation': 'average', 'group_by': 'concept:name'}""";;
Minimum time between SW–Major Revision due in 1 week and SW-EIC Reject, indicating rushed rejections post-revision;"ERROR: computing metric {'begin': activity == 'SW–Major Revision due in 1 week'"", 'end': ""activity == 'SW-EIC Reject'"", 'aggregation': 'minimum'}""";;
