Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Frequency of 'SW-Checklist Completion is due in three days' before 'SW-Checklist Completed',Frequency of activity 'SW-Checklist Completion is due in three days' for cases where activity 'SW-Checklist Completed' occurs,30.0,
Percentage of manuscripts that proceed to 'SW-Checklist Completed' after 'SW-Checklist Completion is due in three days',Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Checklist Completed',0.37,
Number of times 'SW-Checklist Completion is due in three days' occurs in the most frequent variant,Number of 'SW-Checklist Completion is due in three days' activities,31.0,
Percentage of 'SW-Checklist Completion is due in three days' out of all checklist-related activities,Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Checklist Completed',0.37,
Frequency of 'SW-Checklist Completion is due in three days' followed by 'SW-Awaiting AE Assignment',Frequency of activity 'SW-Checklist Completion is due in three days' for cases where activity 'SW-Awaiting AE Assignment' occurs,14.0,
Percentage of 'SW-Checklist Completion is due in three days' in manuscripts that require major revision versus those that do not,Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-EIC Major Revision',0.4,
Number of times 'SW-Checklist Completion is due in three days' is followed by an editor assignment activity,Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'SW-AE Assign Reviewers' occurs,18.0,
Percentage of 'SW-Checklist Completion is due in three days' occurrences that lead to 'SW-EIC Reject',Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-EIC Reject',0.26,
Frequency of 'SW-Checklist Completion is due in three days' in manuscripts that are accepted after the first submission,Frequency of activity 'SW-Checklist Completion is due in three days' for cases where activity 'SW-EIC Accept' occurs,2.0,
Percentage of 'SW-Checklist Completion is due in three days' followed by any reviewer assignment activity,Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-AE Assign Reviewers',0.39,
Number of times 'SW-Checklist Completion is due in three days' appears in manuscripts that exceed the plagiarism threshold,Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'Plagiarism Percent Match Threshold Exceeded' occurs,9.0,
Percentage of 'SW-Checklist Completion is due in three days' in relation to all activities before 'SW-Awaiting EIC Decision',Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Awaiting EIC Decision',0.37,
Frequency of 'SW-Checklist Completion is due in three days' in relation to the total number of activities in the longest process variant,Frequency of activity 'SW-Checklist Completion is due in three days',31.0,
Percentage of 'SW-Checklist Completion is due in three days' followed by 'Manuscript Export Succeeded' within the same case,Percentage of 'SW-Checklist Completion is due in three days' out of all 'Manuscript Export Succeeded',0.34,
"Number of times 'SW-Checklist Completion is due in three days' directly precedes a decision activity (accept, reject, major revision, minor revision)",Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'SW-EIC Accept' occurs,2.0,
