Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Frequency of 'SW-Awaiting Checklist Completion' followed by 'Original Manuscript Submission Confirmation',Frequency of activity 'SW-Awaiting Checklist Completion' for cases where activity 'Original Manuscript Submission Confirmation' occurs,85.0,
Percentage of cases starting with 'SW-Awaiting Checklist Completion' out of all cases,Percentage of 'SW-Awaiting Checklist Completion' out of all cases,0.91,
Frequency of 'SW-Awaiting Checklist Completion' leading to 'SW-Checklist Completed',Frequency of activity 'SW-Awaiting Checklist Completion' for cases where activity 'SW-Checklist Completed' occurs,82.0,
Percentage of 'SW-Awaiting Checklist Completion' followed by 'SW-Reviewer Agreed' within the same case,Percentage of 'SW-Awaiting Checklist Completion' out of all 'SW-Reviewer Agreed',0.96,
Number of times 'SW-Awaiting Checklist Completion' occurs before 'SW-AE Assign Reviewers',Frequency of activity 'SW-Awaiting Checklist Completion' for cases where activity 'SW-AE Assign Reviewers' occurs,44.0,
Percentage of 'SW-Awaiting Checklist Completion' in cases that end with 'SW-EIC Reject & Resubmit',"ERROR: computing metric {'count': ""activity == 'SW-Awaiting Checklist Completion'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'SW-EIC Reject & Resubmit'""}",,
Frequency of 'SW-Awaiting Checklist Completion' in the top 3 most common process variants,Frequency of activity 'SW-Awaiting Checklist Completion',85.0,
Percentage of cases with 'SW-Awaiting Checklist Completion' that also include 'Plagiarism Originality Report Completed',Percentage of 'SW-Awaiting Checklist Completion' out of all 'Plagiarism Originality Report Completed',0.93,
Number of times 'SW-Awaiting Checklist Completion' is immediately followed by any activity related to reviewer agreement or decision,Frequency of activity 'SW-Awaiting Checklist Completion' for cases where activity 'SW-Reviewer Agreed' occurs,44.0,
Percentage of 'SW-Awaiting Checklist Completion' out of all activities in the event log,Percentage of 'SW-Awaiting Checklist Completion' out of all cases,0.91,
Frequency of 'SW-Awaiting Checklist Completion' in cases that exceed the average case duration,Frequency of activity 'SW-Awaiting Checklist Completion',85.0,
Percentage of 'SW-Awaiting Checklist Completion' followed by 'Manuscript Export Succeeded' within 3 activities,Percentage of 'SW-Awaiting Checklist Completion' out of all 'Manuscript Export Succeeded',0.96,
Number of variants including 'SW-Awaiting Checklist Completion' and 'SW-Reviewer Agreed',Frequency of activity 'SW-Awaiting Checklist Completion' for cases where activity 'SW-Reviewer Agreed' occurs,44.0,
Percentage of 'SW-Awaiting Checklist Completion' in cases that lead to a major revision decision,Percentage of 'SW-Awaiting Checklist Completion' out of all 'SW-EIC Major Revision',0.93,
Frequency of 'SW-Awaiting Checklist Completion' in cases with more than 5 activities before reaching 'SW-AE Assign Reviewers',Frequency of activity 'SW-Awaiting Checklist Completion' for cases where activity 'SW-AE Assign Reviewers' occurs,44.0,
