Name,Metric,Value,Agrupation
,ERROR: computing metric {},,
Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Checklist Completed',Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Checklist Completed',0.37,
Number of 'SW-Checklist Completion is due in three days' before 'SW-Checklist Completed',Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'SW-Checklist Completed' occurs,30.0,
Percentage of 'SW-Checklist Completion is due in three days' followed by 'SW-Checklist Completed',Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Checklist Completed',0.37,
Number of 'SW-Checklist Completion is due in three days' in variants where 'SW-EIC Reject' occurs,Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'SW-EIC Reject' occurs,9.0,
Percentage of 'SW-Checklist Completion is due in three days' out of all activities in the event log,Percentage of 'SW-Checklist Completion is due in three days' out of all cases,0.33,
Number of 'SW-Checklist Completion is due in three days' grouped by 'case:concept:name',"ERROR: computing metric {'count': ""activity == 'SW-Checklist Completion is due in three days'"", 'aggregation': 'total', 'group_by': 'case:concept:name'}",,
Percentage of 'SW-Checklist Completion is due in three days' that are not followed by 'SW-Checklist Completed' within three days,Percentage of 'SW-Checklist Completion is due in three days' out of all cases where 'SW-Checklist Completed' does not happen,0.33,
Number of 'SW-Checklist Completion is due in three days' compared to 'Original Manuscript Submission Confirmation',Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'Original Manuscript Submission Confirmation' occurs,30.0,
Percentage of 'SW-Checklist Completion is due in three days' in process variants leading to 'SW-EIC Major Revision',Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-EIC Major Revision',0.4,
Number of 'SW-Checklist Completion is due in three days' occurring per year,"ERROR: computing metric {'count': ""activity == 'SW-Checklist Completion is due in three days'"", 'aggregation': 'total', 'group_by': 'year'}",,
Percentage of 'SW-Checklist Completion is due in three days' that are preceded by 'Manuscript Export Succeeded',Percentage of 'SW-Checklist Completion is due in three days' out of all 'Manuscript Export Succeeded',0.34,
Number of 'SW-Checklist Completion is due in three days' that are followed by 'Plagiarism Originality Report Completed',Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'Plagiarism Originality Report Completed' occurs,30.0,
Percentage of 'SW-Checklist Completion is due in three days' in variants with 'SW-Reviewer Agreed',Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-Reviewer Agreed',0.37,
Number of 'SW-Checklist Completion is due in three days' compared to the total number of 'SW-Awaiting Checklist Completion',Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'SW-Awaiting Checklist Completion' occurs,30.0,
Percentage of 'SW-Checklist Completion is due in three days' out of all 'Manuscript Export Succeeded' activities,Percentage of 'SW-Checklist Completion is due in three days' out of all 'Manuscript Export Succeeded',0.34,
Number of times 'SW-Checklist Completion is due in three days' is performed in variants with 'SW-Reviewer Agreed',Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'SW-Reviewer Agreed' occurs,17.0,
Percentage of 'SW-Checklist Completion is due in three days' that lead to 'SW-EIC Accept',Percentage of 'SW-Checklist Completion is due in three days' out of all 'SW-EIC Accept',0.67,
Number of 'SW-Checklist Completion is due in three days' occurring in the review process of scientific papers,Number of 'SW-Checklist Completion is due in three days' activities,31.0,
Percentage of 'SW-Checklist Completion is due in three days' in variants with high performance,Percentage of 'SW-Checklist Completion is due in three days' out of all cases,0.33,
Number of 'SW-Checklist Completion is due in three days' that are followed by 'SW-Initial Reviewer Selection',Number of 'SW-Checklist Completion is due in three days' activities for cases where activity 'SW-Initial Reviewer Selection' occurs,22.0,
