Name;Metric;Value;Agrupation
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2.90 days;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration APPROVED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';2.40 days;
Total time between Declaration SUBMITTED by EMPLOYEE and Declaration REJECTED by PRE_APPROVER across all variants containing both activities;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';234.64 days;
Minimum time it takes Declaration REJECTED by PRE_APPROVER to occur after Declaration SUBMITTED by EMPLOYEE;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by PRE_APPROVER';2.00 seconds;
Average cycle time of Declaration SUBMITTED by EMPLOYEE in cases that later lead to Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';11.40 days;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration FINAL_APPROVED by SUPERVISOR in variants without any rejection versus variants with Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';13.94 days;
Total resolution time of Declaration SUBMITTED by EMPLOYEE when followed by Declaration APPROVED by PRE_APPROVER compared to when followed by Declaration REJECTED by PRE_APPROVER;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by PRE_APPROVER';1595.21 days;
Average waiting time to Declaration SUBMITTED by EMPLOYEE in cases that eventually result in Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';11.40 days;
Minimum time from Declaration SUBMITTED by EMPLOYEE to Request Payment in successful variants versus variants containing Declaration REJECTED by PRE_APPROVER;The minimum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Request Payment';2.40 hours;
Total time it takes Declaration SUBMITTED by EMPLOYEE to be followed by Payment Handled in variants that include Declaration REJECTED by PRE_APPROVER;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Payment Handled';1694.59 days;
Average time between Declaration SUBMITTED by EMPLOYEE and Declaration REJECTED by EMPLOYEE when preceded by Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by EMPLOYEE';4.28 days;
Time from Declaration SUBMITTED by EMPLOYEE to Declaration SUBMITTED by EMPLOYEE in re-submission loops triggered by Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';11.40 days;
Average cycle time of Declaration SUBMITTED by EMPLOYEE in variants where the pre-approver is involved versus variants where the pre-approver is not involved;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration SUBMITTED by EMPLOYEE';1.81 days;
Total time from Declaration SUBMITTED by EMPLOYEE to Declaration FINAL_APPROVED by SUPERVISOR in variants that pass through Declaration APPROVED by PRE_APPROVER versus those that bypass the pre-approver entirely;The sum of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';3147.65 days;
Time elapsed between Declaration SUBMITTED by EMPLOYEE and the next activity, grouped by whether the next activity is Declaration APPROVED by PRE_APPROVER or Declaration REJECTED by PRE_APPROVER;"ERROR: computing metric {'begin': activity == 'Declaration SUBMITTED by EMPLOYEE'"", 'end': ""activity == 'Declaration APPROVED by PRE_APPROVER'"", 'aggregation': 'average', 'group_by': 'concept:name'}""";;
