Name;Metric;Value;Agrupation
Average time to complete 'SW-Awaiting Checklist Completion' before 'Original Manuscript Submission Confirmation' occurs.;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'Original Manuscript Submission Confirmation';2.29 days;
Total time elapsed from 'SW-Awaiting Checklist Completion' to 'SW-Checklist Completed'.;The sum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Checklist Completed';360.71 days;
Minimum time taken for 'SW-Awaiting Checklist Completion' to lead to 'SW-Awaiting AE Assignment'.;The minimum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Awaiting AE Assignment';1.17 hours;
Average time between 'SW-Awaiting Checklist Completion' and 'SW-EIC Reject' across all cases.;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-EIC Reject';27.69 days;
Total resolution time of 'SW-Awaiting Checklist Completion' until 'SW-Reviewer Agreed' for manuscripts that undergo major revision.;The sum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Reviewer Agreed';442.94 days;
Minimum time from 'SW-Awaiting Checklist Completion' to 'SW-AE Assign Reviewers' in the process variant with the highest frequency.;The minimum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-AE Assign Reviewers';2.44 days;
Average time it takes from 'SW-Awaiting Checklist Completion' to 'SW-Reviewer Agreed' in the variant with the longest performance time.;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Reviewer Agreed';28.75 days;
Total time for 'SW-Awaiting Checklist Completion' across all variants where 'Plagiarism Originality Report Completed' occurs before 'SW-Checklist Completed'.;The sum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Checklist Completed';343.44 days;
Average time for 'SW-Awaiting Checklist Completion' in cases leading to 'SW-EIC Major Revision' versus those leading to 'SW-EIC Accept'.;The average of the duration between activity 'SW-Awaiting Checklist Completion' and the end of case where activity 'SW-EIC Major Revision occurs;336.43 days;
Minimum resolution time of 'SW-Awaiting Checklist Completion' in the process leading to a decision of 'RW-EIC Accept' after 'RW-Awaiting EIC Decision'.;The minimum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'RW-EIC Accept';19.80 days;
Average time to complete 'SW-Awaiting Checklist Completion' before any 'Reviewer Invitation Reminder 1' is sent.;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'Reviewer Invitation Reminder 1';76.13 days;
Total time from 'SW-Awaiting Checklist Completion' to 'Manuscript Export Succeeded' in the shortest process variant.;The sum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'Manuscript Export Succeeded';6417.01 days;
Minimum time it takes for 'SW-Awaiting Checklist Completion' to 'SW-Reviewer Selection is now due' in the most frequent process variant.;The minimum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-Reviewer Selection is now due';10.87 days;
Average time between 'SW-Awaiting Checklist Completion' and 'SW-AE Assign Reviewers Challenge Paper' for all cases.;The average of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'SW-AE Assign Reviewers Challenge Paper';9.29 days;
Total time for 'SW-Awaiting Checklist Completion' until 'First Look Manuscript Submission Confirmation' in the variant with the maximum performance time.;The sum of the duration between activity 'SW-Awaiting Checklist Completion' and activity 'First Look Manuscript Submission Confirmation';4668.77 days;
