Name;Metric;Value;Agrupation
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by EMPLOYEE';8.80 days;
Average waiting time to the Declaration REJECTED by EMPLOYEE;The average of the duration between the start of the case and activity 'Declaration REJECTED by EMPLOYEE';8.80 days;
Time to Declaration REJECTED by EMPLOYEE since the Declaration REJECTED by ADMINISTRATION;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';3.58 days;
Average time for Declaration REJECTED by EMPLOYEE in variants containing multiple rejections before final approval;The average of the duration between activity 'Declaration REJECTED by EMPLOYEE' and the end of case where activity 'Declaration FINAL_APPROVED by SUPERVISOR occurs;15.04 days;
Minimum time it takes the Declaration REJECTED by EMPLOYEE to be done;The minimum of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case;0.00 seconds;
Total time it takes Declaration REJECTED by EMPLOYEE after the execution of Declaration REJECTED by ADMINISTRATION;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';3008.29 days;
Total time until Declaration REJECTED by EMPLOYEE is performed;The sum of the duration between the start of the case and activity 'Declaration REJECTED by EMPLOYEE';10670.89 days;
Average time from Declaration REJECTED by PRE_APPROVER to Declaration REJECTED by EMPLOYEE;The average of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration REJECTED by EMPLOYEE';2.11 days;
Average time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by EMPLOYEE in variants ending with Declaration REJECTED by EMPLOYEE;The average of the duration between activity Declaration SUBMITTED by EMPLOYEE and activity Declaration REJECTED by EMPLOYEE for cases where activity Declaration REJECTED by EMPLOYEE occurs;8.80 days;
Total time since the Declaration REJECTED by ADMINISTRATION and Declaration REJECTED by EMPLOYEE are performed;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration REJECTED by EMPLOYEE';3008.29 days;
Time from Declaration SUBMITTED by EMPLOYEE to Declaration REJECTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration REJECTED by EMPLOYEE';8.80 days;
Minimum waiting time to the Declaration REJECTED by EMPLOYEE;The minimum of the duration between the start of the case and activity 'Declaration REJECTED by EMPLOYEE';2.58 minutes;
Total time for Declaration REJECTED by EMPLOYEE;The sum of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case;14814.32 days;
Average time for Declaration REJECTED by EMPLOYEE compared to average time for Declaration APPROVED by ADMINISTRATION;The average of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case;12.22 days;
Total time to Declaration REJECTED by EMPLOYEE grouped by org:resource;The sum of the duration between the start of the case and activity 'Declaration REJECTED by EMPLOYEE';STAFF MEMBER:3102.39 days;"{""STAFF MEMBER"":268046613000,""SYSTEM"":653917857000}"
Percentage of time spent in Declaration REJECTED by EMPLOYEE;The average of the duration between activity Declaration REJECTED by EMPLOYEE and the end of the case;12.22 days;
